酒店名称,酒店类型,最低房价,客房数,地址,最近地铁站直线距离,最近地铁站步行至时间,最近地铁站,好评率,总评分,点评总数,设施评分,服务评分,卫生评分,位置评分,性价比评分,入住时间,退房时间,停车场,免费WIFI,餐厅,健身房,游泳池,接机服务,会议室,行李寄存,装修日期,开业日期,电话,酒店简介,酒店链接
凯润宾馆(南京夫子庙店),经济型,¥137起,20,夫子庙景区/秦淮河风光带 | 彩霞街30-8号,None,距离三山街地铁站0.2公里，步行至此0.5公里，约8分钟,距离三山街地铁站0.2公里，步行至此0.5公里，约8分钟,88,4.4,25,4.5,4.6,4.5,4.6,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,null,025-86620097,该店客房整洁，宽敞明亮，环境卫生，配套设施齐全，服务周到，方便入住。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90712784&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A90712784%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A108%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京香樟学生公寓,经济型,¥365起,5,徐庄软件园/仙林大学城商圈 | 南京仙林大学城香樟园大成名店旁,939米，步行约1.2公里，预计16分钟,16分钟,距仙林中心地铁站直线939米，步行约1.2公里，预计16分钟,85,4.3,20,4.0,4.5,4.3,4.2,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2013年12月01日,2011年12月01日,18921440950,该店客房整洁，宽敞明亮，环境卫生，配套设施齐全，服务周到，方便入住。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90682096&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A90682096%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A108%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京乐度宾馆,经济型,¥74起,20,江宁开发区 | 天元东路893号天景山商业中心2栋107,110米，步行约183米，预计2分钟,2分钟,距龙眠大道地铁站直线110米，步行约183米，预计2分钟,77,4.4,82,4.3,4.5,4.3,4.3,4.0,14:00,12:00,1,1,0,0,0,1,0,1,null,2016年07月01日,025-84956589,南京乐度宾馆位于天元东路，与龙眠大道地铁站相邻，交通便利。宾馆客房清新淡雅，设施齐全，服务热情，是您来南京旅游度假的温馨居所。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90154865&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A90154865%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A108%7C%2a%7Cpage_size%3A20%7C%2a%7C
雅居酒店公寓(南京约瑟夫店),经济型,¥199起,20,新街口地区/市中心 | 洪武路198号城开大厦B幢25楼2508,430米，步行约759米，预计10分钟,10分钟,距张府园地铁站直线430米，步行约759米，预计10分钟,65,4.4,37,4.4,4.6,4.4,4.3,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2011年01月01日,13770717787,该店客房整洁，宽敞明亮，环境卫生，配套设施齐全，服务周到，方便入住。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91177830&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A91177830%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A108%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京198快捷宾馆,经济型,¥124起,26,河西/万达广场/龙江地区 | 鼓楼区江东北路198号,881米，步行约1.1公里，预计16分钟,16分钟,距龙江地铁站直线881米，步行约1.1公里，预计16分钟,83,4.2,99,4.1,4.2,4.2,4.1,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2016年06月01日,025-86559918,本宾馆于2016年6月15日投入使用。宾馆内设豪华单间、家庭房、三人间、温馨大床房、标准间以及特价房供选择。房间大、温馨舒适、卫生整洁。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91774784&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A91774784%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A108%7C%2a%7Cpage_size%3A20%7C%2a%7C
儒家快捷酒店(南京进香河店),经济型,¥88起,46,新街口地区/市中心 | 进香河路31号,616米，步行约821米，预计11分钟,11分钟,距珠江路地铁站直线616米，步行约821米，预计11分钟,88,4.0,380,4.0,4.1,4.0,4.0,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2015年01月01日,2014年01月01日,025-83227518,儒家快捷酒店（南京进香河店）位于进香河路31号，临近南京东南大学和南京大学，离珠江路只需10分钟的路程，距离新街口、玄武湖有多路公交线路直达，房间干净整洁，服务周到，是您外出旅游选择入住的良好会所。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90075859&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A90075859%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A108%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京驿主题之家酒店(弘阳广场苏宁环球天润广场店),经济型,¥100起,47,浦口沿江区 | 柳州东路1号苏宁环球天润广场6楼,721米，步行约1.1公里，预计17分钟,17分钟,距泰山新村地铁站直线721米，步行约1.1公里，预计17分钟,70,4.1,181,4.1,4.2,4.1,4.1,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2015年11月01日,025-58170099,南京驿主题之家酒店位于南京浦口区柳州东路，近天华南路，紧邻苏宁环球百货市场，四周有成熟的商业综合体，地段优越，出行交通也便利。这里的客房设计时尚、新颖，充满流行元素，房型种类多样，房间舒适整洁，有着现代化的卫浴系统，并配套独立的汗蒸房，空调、电视等一应俱全，让你轻松入住，全无后顾之忧。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90987709&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A90987709%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A108%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京润都宾馆,经济型,¥86起,15,江宁开发区 | 青源雅居南楼26号,0.8公里，步行约1.0公里，预计15分钟,15分钟,距诚信大道地铁站直线0.8公里，步行约1.0公里，预计15分钟,78,4.4,46,4.3,4.5,4.4,4.4,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2019年05月01日,025-52720288,南京润都宾馆位于诚信大道殷巷步行街，近三号线诚信大道地铁站。地段优越。客房温馨舒适，是您理想的入住场所。,https://hotel.elong.com/hotel/hoteldetail?hotelId=94272702&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A94272702%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A108%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京伊恋新都汇公寓,经济型,¥178起,10,雨花台南京南站地区 | 双龙大道1118号,175米，步行约184米，预计3分钟,3分钟,距河定桥地铁站直线175米，步行约184米，预计3分钟,87,4.4,16,4.3,4.3,4.4,4.3,4.0,14:00,12:00,1,1,0,0,0,0,0,0,2018年09月01日,2016年02月01日,18915915233,坐落在江宁开发区，南京伊恋新都汇公寓在南京占尽地理之宜。酒店地处便捷区域，距离南京禄口国际机场仅28km，距离南京南站仅4km。只需步行至河定桥地铁站，可以很便捷的到达城市的各个角落。对于入住酒店的旅客来说，闲暇时间去附近的江宁体育公园和九龙湖游玩是一个不错的选择。酒店为您在客房内配备了空调、液晶电视机和房间内高速上网，所有入住的客人均可便捷的使用。电热水壶可供使用，便捷的客房设施定能让您倍感舒适。浴室内提供拖鞋、24小时热水和吹风机，让您感受到宾至如归的享受。旅客可以在闲暇时间去酒店的休闲区，提升健康幸福感。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91661838&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A91661838%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A108%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京feel酒店公寓,经济型,¥200起,20,河西/万达广场/龙江地区 | 福源街133号(万达广场写字楼)G座22楼,247米，步行约367米，预计6分钟,6分钟,距集庆门大街地铁站直线247米，步行约367米，预计6分钟,87,4.5,16,4.4,4.7,4.5,4.6,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2018年12月01日,2018年01月01日,025-86801158,性价比高，住宿环境、通风采光较好。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92192651&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A92192651%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A108%7C%2a%7Cpage_size%3A20%7C%2a%7C
雨花木兮公寓(南京雨花客厅天隆寺地铁站店),经济型,¥180起,12,雨花台南京南站地区 | 软件大道109号雨花客厅7幢921室,177米，步行约324米，预计5分钟,5分钟,距天隆寺地铁站(公交站)地铁站直线177米，步行约324米，预计5分钟,95,4.1,131,4.4,4.3,4.4,4.4,4.0,14:00,12:00,1,1,0,0,0,0,0,0,null,2022年06月01日,15203933376,欢迎入住雨花木兮公寓(南京雨花客厅天隆寺地铁站店)每套装修风格时尚且温馨，暖暖的灯光给你一个放松的心情，在这里可以听听柔情的音乐，也可以看看震撼的电影，我们希望能给你带来家的感觉，我们希望您能有愉快的心情，如果您是商务旅途，在这里也许能暂时忘记您繁重的工作，如果您是度假我们会给您的假期添上愉快的一段旅程。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93068540&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A93068540%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A108%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京运星宾馆,经济型,¥102起,25,六合地区 | 公园路24号,531米，步行约735米，预计10分钟,10分钟,距凤凰山公园地铁站直线531米，步行约735米，预计10分钟,61,4.0,46,4.2,4.2,4.2,4.1,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2013年01月01日,null,025-57130788,与泰山路垂直，位于公园路商业步行街，步行至凤凰山公园只要10分钟.,https://hotel.elong.com/hotel/hoteldetail?hotelId=90006823&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A90006823%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A108%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京百合主题宾馆,经济型,¥85起,40,江宁开发区 | 胜太东路同曦鸣城商业街A3幢301,2.2公里，驾车约4.6公里，预计10分钟,10分钟,距天元西路地铁站直线2.2公里，驾车约4.6公里，预计10分钟,79,4.2,91,4.2,4.3,4.2,4.3,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2016年01月01日,025-86133766,南京百合主题宾馆店位于江宁区同曦步行街内（同曦假日百货后方），地铁1号线胜太路站1号出口步行1分钟即到，2016年新装开业，风格别样，周边集休闲娱乐购物于一体，交通便利，距离南京南站仅3站地铁站距离。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91729011&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A91729011%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A108%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京紫都宾馆,经济型,¥181起,30,火车站地区 | 中央门和燕路1号,140米，步行约201米，预计3分钟,3分钟,距小市地铁站直线140米，步行约201米，预计3分钟,84,4.3,58,4.3,4.3,4.4,4.4,4.1,14:00,12:00,1,1,0,0,0,0,0,1,2015年05月01日,null,025-85636363,南京紫都宾馆位于江苏省南京市鼓楼区和燕路，步行即达地铁3号线小市站，可轻松前往玄武门公园。临近火车站，交通便利。南京商厦和金盛百货均在宾馆附近，购物、娱乐、休闲等生活配套设施完善，非常便捷。宾馆门前挂有红色灯笼，非常显眼，一眼就能看到。拥有各种类型的客房，或美观舒适，或温馨浪漫，或清新典雅，只为满足您的个性化需求。房间内中央空调、24小时热水、有线电视等配套设施完善，打造出一个舒心便捷的住宿环境，入住无忧。宾馆将会使您的商务、休闲之旅更加舒心愉快！我们期待您的下榻光临。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90744217&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A90744217%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A108%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京凤悦宾馆,经济型,¥123起,26,江浦汤泉地区 | 象山路6号凤悦天晴花园综合楼105,1.2公里，驾车约1.8公里，预计6分钟,6分钟,距龙华路地铁站直线1.2公里，驾车约1.8公里，预计6分钟,84,4.1,55,4.2,4.4,4.3,4.2,4.0,14:00,12:00,1,1,0,0,0,0,0,0,null,2017年07月01日,025-58185948,凤悦宾馆位于老山脚下，紧邻浦口区政府，地理位置优越，交通十分便利，地铁十号线龙华路站转乘605、686、612均可到达。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92373513&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A92373513%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A108%7C%2a%7Cpage_size%3A20%7C%2a%7C
清沐酒店(南京栖霞寺金陵石化店),经济型,¥113起,21,新港/栖霞山景区 | 甘家巷48号,320米，步行约354米，预计5分钟,5分钟,距南京炼油厂(公交站)直线320米，步行约354米，预计5分钟,76,4.3,107,4.2,4.4,4.3,4.2,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,null,025-85593499,酒店位于栖霞区甘家巷中段，南临栖霞大道，东靠栖霞山名胜风景区，与金陵石化相近，入住舒适。,https://hotel.elong.com/hotel/hoteldetail?hotelId=01101115&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A1101115%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A109%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京秦淮公寓,经济型,¥232起,14,夫子庙景区/秦淮河风光带 | 秦虹小区集虹苑-12幢1号,832米，步行约1.2公里，预计19分钟,19分钟,距大校场路(地铁站)地铁站直线832米，步行约1.2公里，预计19分钟,99,4.5,140,4.4,4.5,4.5,4.4,4.0,14:00,12:00,1,1,0,0,0,1,0,1,null,2019年10月01日,18115156300,自驾出游超级方便，导航搜索秦虹小区集虹苑就能到小区门口，民宿离小区门口一百米左右距离，民宿门口有免费停车位。无论您多迟过来都有停车位。坐车来的朋友，您可以坐三号线地铁到武定门三号出口，出站右边就是公交站，81路，63路，301路，43路都给到达秦虹小区站，只需两站路。打车起步价,https://hotel.elong.com/hotel/hoteldetail?hotelId=64205891&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A64205891%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A109%7C%2a%7Cpage_size%3A20%7C%2a%7C
娱伽酒店(上海路汉中门地铁站店),经济型,¥314起,9,新街口地区/市中心 | 汉中门大街187号汉中公馆A座,254米，步行约258米，预计4分钟,4分钟,距汉中门地铁站直线254米，步行约258米，预计4分钟,83,4.2,23,4.3,4.2,4.3,4.4,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2021年04月01日,2021年04月01日,16651687560,南京丽巢雅悦酒店管理有限公司拥有专业的管理服务团队，不论是精品旅游酒店还是高端商务酒店都拥有专业的管理运营方案和成熟的经验。公司致力于创造一个住宿品牌并形成一种生活方式，能够使旅途客人在紧张、疲惫的差旅途中，通过高品质的酒店设施、书籍、音乐、照片及感悟，获得舒适的住宿环境，放松的居停空间，能够在这里休憩、充电、得到心灵上的放松及人生感悟的共鸣。南京丽巢电影酒店品牌打造“酒店+电影”跨界融合的中高端酒店品牌，用电影IP为传统酒店赋能，形成差异化优势。酒店在为顾客提升酒店入住体验的同时，可以满足消费者多元化需求。同时房间配备超大巨幕和听觉震撼的音响系统，以及上千部高清正版片源。精心设计的电影场景房间和氛围灯光，一键观影模式为客人创造难忘的惊喜体验，为客人带来不一样的入住体验。,https://hotel.elong.com/hotel/hoteldetail?hotelId=68777972&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A68777972%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A109%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京星源商务宾馆,经济型,¥158起,55,河西/奥体中心/奥南地区 | 邱村70号,2.5公里，驾车约3.4公里，预计11分钟,11分钟,距天保地铁站直线2.5公里，驾车约3.4公里，预计11分钟,100,4.9,18,4.9,4.9,4.9,4.9,4.0,14:00,14:00,1,1,0,0,0,0,0,1,null,2018年09月01日,025-52805088,南京星源商务宾馆位于南京市岱山片区，距南京南站11公里，车程约15分钟；距南京禄口机场27公里，车程约30分钟；新街口商业中心、中山陵、夫子庙、大屠杀纪念馆等知名景点均40分钟内到达，周边商业繁华交通便利，地理位置优越。全体员工欢迎您到店体验！,https://hotel.elong.com/hotel/hoteldetail?hotelId=93467229&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A93467229%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A109%7C%2a%7Cpage_size%3A20%7C%2a%7C
支点公寓(南京新街口店),经济型,¥15起,30,新街口地区/市中心 | 石鼓路33号东方名苑B座18楼1810,396米，步行约702米，预计9分钟,9分钟,距新街口地铁站直线396米，步行约702米，预计9分钟,64,4.0,72,4.0,4.2,4.0,4.2,4.1,11:00,12:00,1,1,0,0,0,0,0,1,2020年05月01日,2013年01月01日,13851441514,支点公寓(南京新街口店)位于东方名苑，与大洋百货，香港城时尚购物街毗邻，交通十分便利。支点公寓(南京新街口店)周边有多家餐馆和便利店，房间干净，布置温馨，更配备有冰箱、微波炉等齐全的厨房设施，为您的住宿带来居家的便利体验。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90554392&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A90554392%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A109%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京兰亭宾馆,经济型,¥102起,20,浦口区 | 珍珠南路2号明发城市广场27幢8楼,183米，步行约408米，预计5分钟,5分钟,距明发·城市广场直线183米，步行约408米，预计5分钟,82,4.4,60,4.2,4.5,4.3,4.4,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2015年09月01日,025-58607799,坐落于江浦汤泉地区，不论您是商务出差还是休闲旅游南京兰亭宾馆都是理想的下榻之处。酒店距离南京禄口国际机场有53km，距离南京火车站有15km。著名的景点珍珠泉风景区和浦口火车站均在酒店附近，您可根据时间提前做好行程安排。客房内的所有设施都是经过精心的考虑和安排，空调在满足您入住需求的同时又能增添家的温馨感。服务人员会提前为您准备好电热水壶，以满足您的饮水需求。浴室内提供拖鞋、24小时热水和免费洗漱用品(6样以内)，让您感受到宾至如归的享受。酒店休闲区提供了各类设施，您可以在这里舒缓身心压力。24小时开放的前台服务可为您随时提供信息，以帮助您探索这个魅力之都。酒店为所有入住客人提供免费停车场。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91090662&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A91090662%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A109%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京正恒公寓酒店(凤翔山庄铁心桥地铁站店),经济型,¥181起,72,江宁开发区 | 铁心桥大街蓝岸3G36号,0.4公里，步行约0.6公里，预计9分钟,9分钟,距铁心桥地铁站直线0.4公里，步行约0.6公里，预计9分钟,78,4.3,107,4.1,4.3,4.2,4.2,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2020年01月01日,2014年10月01日,025-52352066,酒店位于铁心桥大街36号蓝岸3G1栋（邮政储蓄银行旁），毗南京南站、楚翘城、三江大学，驾车十来分钟可至牛首山文化旅游区、夫子庙，地理位置优越，步行7分钟可达地铁站；周边旅游，餐饮，娱乐一应俱全，非常方便。酒店客房内装饰风格以简约、时尚风格为主，突出年轻、商务、温馨的氛围，房内设有24小时热水、洗漱用品等，服务热情周到，为你外出住宿带来居家的便利体验。酒店提供免费停车场、免费洗衣机、24小时热水、行李寄存，每日清洁安心住，客房布草正规布草洗涤厂洗涤，布草一客一换，客用毛巾、浴巾均高温处理。酒店全体员工竭诚期待您的光临。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90605257&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A90605257%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A109%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京美珈栖凤酒店,经济型,¥96起,72,溧水天生桥景区 | 栖凤中路18号,2.9公里，驾车约4.2公里，预计12分钟,12分钟,距溧水地铁站直线2.9公里，驾车约4.2公里，预计12分钟,77,3.7,124,4.1,4.1,4.1,4.1,4.0,12:00,12:00,1,1,0,0,0,0,0,1,2018年07月01日,null,025-56610277,南京美珈栖凤酒店位于溧水入口栖凤中路高速入口处，地理位置优越，酒店集餐饮，客房以及会议为一体满足您入住商务需求。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90930395&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A90930395%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A109%7C%2a%7Cpage_size%3A20%7C%2a%7C
